# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 13 15:30:11 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like 'CAN%')
# CONSTRAINT:  order by koi_disposition asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
4851530,K01884.02,,CANDIDATE,CANDIDATE,0.9890,4.775021170,1.7840000e-05,-1.7840000e-05,355.4564400,2.580000e-03,-2.580000e-03,0.5180,0.0090,-0.4780,1.70870,0.08820,-0.08820,4.5140e+02,3.190e+01,-3.190e+01,1.73,2.400e-01,-2.200e-01,926.0,,,174.23,85.80,-59.33,16.70,2,q1_q17_dr25_tce,5275.00,184.00,-184.00,4.505,0.104,-0.095,0.7960,0.1120,-0.1020,295.902400,39.918362,15.462
6300348,K00212.01,,CANDIDATE,CANDIDATE,1.0000,5.695902020,1.5930000e-06,-1.5930000e-06,139.2316370,2.210000e-04,-2.210000e-04,0.0490,0.1500,-0.0490,3.56610,0.01060,-0.01060,4.9211e+03,1.500e+01,-1.500e+01,6.61,2.130e+00,-7.100e-01,1043.0,,,279.61,273.07,-88.96,391.20,1,q1_q17_dr25_tce,6106.00,190.00,-233.00,4.497,0.052,-0.221,0.9400,0.3030,-0.1010,296.139800,41.603180,14.858
5124667,K01822.01,,CANDIDATE,CANDIDATE,1.0000,150.878319800,5.0290000e-04,-5.0290000e-04,206.6922300,2.130000e-03,-2.130000e-03,0.0220,0.4000,-0.0220,8.67970,0.08260,-0.08260,6.5990e+02,1.080e+01,-1.080e+01,4.37,6.500e-01,-1.530e+00,423.0,,,7.56,3.09,-4.54,70.60,1,q1_q17_dr25_tce,5504.00,87.00,-76.00,3.999,0.304,-0.095,1.7370,0.2610,-0.6080,297.940160,40.278629,12.443
11074178,K01889.02,,CANDIDATE,CANDIDATE,0.9760,9.181891220,6.3600000e-05,-6.3600000e-05,132.4050500,5.260000e-03,-5.260000e-03,0.9710,0.0050,-0.6780,4.34300,0.23900,-0.23900,3.6360e+02,2.260e+01,-2.260e+01,2.17,6.100e-01,-2.000e-01,804.0,,,98.61,80.84,-25.96,18.20,2,q1_q17_dr25_tce,5741.00,155.00,-155.00,4.555,0.034,-0.195,0.8460,0.2360,-0.0790,286.273860,48.618710,15.338
11030475,K02248.04,,CANDIDATE,CANDIDATE,0.9920,2.646227420,2.0600000e-05,-2.0600000e-05,132.6634300,7.220000e-03,-7.220000e-03,0.4780,0.1100,-0.3930,1.40700,0.25200,-0.25200,1.5550e+02,2.610e+01,-2.610e+01,0.99,7.000e-02,-5.000e-02,1082.0,,,324.38,75.53,-56.91,8.40,3,q1_q17_dr25_tce,5167.00,103.00,-103.00,4.555,0.036,-0.050,0.7870,0.0530,-0.0430,292.239930,48.511570,15.498
5942808,K02250.01,,CANDIDATE,CANDIDATE,1.0000,2.935362067,5.0610000e-06,-5.0610000e-06,136.1841500,1.540000e-03,-1.540000e-03,0.8600,0.0360,-0.6200,1.50430,0.03880,-0.03880,1.0526e+03,3.220e+01,-3.220e+01,3.15,2.400e-01,-3.200e-01,1022.0,,,258.48,83.62,-77.74,38.00,1,q1_q17_dr25_tce,4922.00,169.00,-169.00,4.505,0.084,-0.056,0.8230,0.0620,-0.0850,285.216670,41.282429,15.622
7033233,K02339.02,,CANDIDATE,CANDIDATE,,65.187037250,,,177.6208875,,,,,,5.44000,,,,,,,,,,,,,,,,,,,,,,,,,,,291.669280,42.590710,15.130
6383785,K00239.02,,CANDIDATE,CANDIDATE,0.9970,3.622755060,1.4990000e-05,-1.4990000e-05,132.9926700,3.510000e-03,-3.510000e-03,0.0070,0.4560,-0.0070,2.78680,0.09800,-0.09800,1.8060e+02,9.200e+00,-9.200e+00,1.62,2.700e-01,-2.400e-01,1304.0,,,683.84,295.78,-216.38,22.30,2,q1_q17_dr25_tce,5794.00,78.00,-78.00,4.282,0.137,-0.112,1.2160,0.2010,-0.1830,297.201540,41.730209,14.762
8261920,K02174.01,,CANDIDATE,CANDIDATE,0.9730,6.693328250,2.1010000e-05,-2.1010000e-05,137.7032400,2.590000e-03,-2.590000e-03,0.9520,0.0200,-0.6730,2.31100,0.10300,-0.10300,7.8180e+02,3.850e+01,-3.850e+01,2.44,1.000e-01,-1.200e-01,609.0,,,32.54,5.62,-5.47,23.40,1,q1_q17_dr25_tce,4245.00,85.00,-85.00,4.641,0.027,-0.020,0.6370,0.0260,-0.0320,300.242220,44.141399,15.673
8261920,K02174.02,,CANDIDATE,CANDIDATE,0.9930,33.136286100,2.3920000e-04,-2.3920000e-04,169.5067600,5.830000e-03,-5.830000e-03,0.7910,0.1470,-0.5380,4.16300,0.18000,-0.18000,8.2520e+02,5.400e+01,-5.400e+01,2.05,8.000e-02,-1.000e-01,357.0,,,3.86,0.67,-0.65,16.30,3,q1_q17_dr25_tce,4245.00,85.00,-85.00,4.641,0.027,-0.020,0.6370,0.0260,-0.0320,300.242220,44.141399,15.673
8261920,K02174.03,,CANDIDATE,CANDIDATE,0.9930,7.725136190,5.3410000e-05,-5.3410000e-05,176.8020200,5.010000e-03,-5.010000e-03,0.9540,0.0240,-0.6800,2.04200,0.17400,-0.17400,3.8220e+02,4.340e+01,-4.340e+01,1.71,7.000e-02,-9.000e-02,581.0,,,26.91,4.65,-4.52,10.50,2,q1_q17_dr25_tce,4245.00,85.00,-85.00,4.641,0.027,-0.020,0.6370,0.0260,-0.0320,300.242220,44.141399,15.673
8126558,K02259.01,,CANDIDATE,CANDIDATE,1.0000,12.191404050,4.5070000e-05,-4.5070000e-05,136.3367700,3.120000e-03,-3.120000e-03,0.0910,0.3710,-0.0910,1.88320,0.09830,-0.09830,6.6580e+02,4.070e+01,-4.070e+01,2.46,6.700e-01,-4.100e-01,763.0,,,80.01,65.27,-30.82,19.40,1,q1_q17_dr25_tce,5516.00,166.00,-166.00,4.399,0.144,-0.176,0.9670,0.2610,-0.1610,300.170500,43.984970,15.364
6119141,K02343.01,,CANDIDATE,CANDIDATE,0.0560,29.072629300,1.2490000e-04,-1.2490000e-04,136.9736400,3.670000e-03,-3.670000e-03,0.6820,0.2620,-0.4620,2.51600,0.11000,-0.11000,4.3960e+02,2.430e+01,-2.430e+01,2.32,6.700e-01,-3.600e-01,614.0,,,33.69,28.59,-12.16,20.90,1,q1_q17_dr25_tce,5799.00,157.00,-157.00,4.370,0.144,-0.192,1.0420,0.3010,-0.1620,290.375120,41.433750,14.409
12017109,K02106.01,,CANDIDATE,CANDIDATE,1.0000,9.753740330,4.4600000e-05,-4.4600000e-05,134.0601400,3.530000e-03,-3.530000e-03,0.2950,0.1710,-0.2950,2.34800,0.11100,-0.11100,4.3080e+02,2.690e+01,-2.690e+01,1.87,4.800e-01,-1.700e-01,813.0,,,103.30,77.65,-27.81,18.90,1,q1_q17_dr25_tce,5806.00,157.00,-175.00,4.528,0.044,-0.187,0.8990,0.2290,-0.0820,293.900570,50.427052,15.158
3734418,K02261.02,,CANDIDATE,CANDIDATE,,6.625478100,1.7420000e-04,-1.7420000e-04,136.1733000,2.410000e-02,-2.410000e-02,0.2113,0.3334,-0.2113,2.35800,0.73000,-0.73000,1.2200e+02,4.150e+01,-4.150e+01,0.90,2.700e-01,-8.000e-02,828.0,,,111.18,101.20,-29.54,2.70,,,5211.00,176.00,-137.00,4.500,0.070,-0.216,0.8320,0.2440,-0.0800,287.529630,38.894508,14.110
8613535,K02263.01,,CANDIDATE,CANDIDATE,0.9620,29.968591700,1.7410000e-04,-1.7410000e-04,147.8598000,4.130000e-03,-4.130000e-03,0.2820,0.1410,-0.2820,6.67800,0.13400,-0.13400,3.0950e+02,1.220e+01,-1.220e+01,1.91,6.000e-01,-2.000e-01,644.0,,,40.76,37.46,-12.36,26.50,1,q1_q17_dr25_tce,6249.00,174.00,-217.00,4.428,0.054,-0.202,1.0760,0.3350,-0.1120,286.971280,44.708302,14.456
8591173,K02181.01,,CANDIDATE,CANDIDATE,1.0000,12.288504600,1.0920000e-04,-1.0920000e-04,141.6186900,7.710000e-03,-7.710000e-03,0.6320,0.3090,-0.4060,2.80700,0.23200,-0.23200,3.4210e+02,3.370e+01,-3.370e+01,3.22,1.500e+00,-1.820e+00,913.0,,,164.61,237.14,-136.91,12.00,1,q1_q17_dr25_tce,5109.00,169.00,-138.00,3.960,0.616,-0.264,1.6710,0.7750,-0.9470,301.342860,44.672211,14.414
9654875,K02272.01,,CANDIDATE,CANDIDATE,0.0360,1.341452550,1.3090000e-05,-1.3090000e-05,132.6910600,8.210000e-03,-8.210000e-03,0.6800,0.2360,-0.4400,7.50200,0.22700,-0.22700,2.6600e+01,1.100e+00,-1.100e+00,1.31,2.800e-01,-4.600e-01,3015.0,,,19568.74,13259.64,-12680.97,31.20,1,q1_q17_dr25_tce,7495.00,235.00,-314.00,3.926,0.266,-0.123,2.3890,0.5200,-0.8450,294.153660,46.309681,12.783
1872821,K02351.01,,CANDIDATE,CANDIDATE,1.0000,10.273809570,5.9290000e-05,-5.9290000e-05,134.6574800,5.050000e-03,-5.050000e-03,0.1250,0.3340,-0.1250,3.25200,0.14100,-0.14100,3.5280e+02,2.050e+01,-2.050e+01,1.68,1.600e-01,-8.000e-02,799.0,,,96.27,24.40,-14.49,19.20,1,q1_q17_dr25_tce,5806.00,69.00,-87.00,4.528,0.023,-0.068,0.8990,0.0840,-0.0450,292.427580,37.320808,14.909
8013439,K02352.03,,CANDIDATE,CANDIDATE,1.0000,8.256285700,3.6970000e-05,-3.6970000e-05,137.9267000,3.360000e-03,-3.360000e-03,0.8160,0.1420,-0.5610,2.03780,0.09760,-0.09760,3.7300e+01,2.300e+00,-2.300e+00,1.49,2.300e-01,-3.900e-01,1387.0,,,874.56,394.00,-432.96,18.20,3,q1_q17_dr25_tce,6197.00,135.00,-111.00,3.837,0.233,-0.093,2.1880,0.3360,-0.5760,285.182800,43.831078,10.421
4140813,K02117.01,,CANDIDATE,CANDIDATE,1.0000,13.360198640,5.9560000e-05,-5.9560000e-05,131.8148100,3.560000e-03,-3.560000e-03,0.5340,0.3290,-0.3540,2.78800,0.11300,-0.11300,6.9990e+02,3.750e+01,-3.750e+01,1.84,1.300e-01,-1.100e-01,520.0,,,17.30,4.76,-3.74,21.30,1,q1_q17_dr25_tce,4500.00,123.00,-137.00,4.638,0.018,-0.049,0.6880,0.0480,-0.0400,286.479340,39.269958,15.637
3097926,K02186.01,,CANDIDATE,CANDIDATE,1.0000,14.979743350,6.3250000e-05,-6.3250000e-05,143.4617400,3.430000e-03,-3.430000e-03,0.9300,0.0170,-0.6830,4.12600,0.17100,-0.17100,1.2118e+03,3.930e+01,-3.930e+01,3.79,4.100e-01,-4.500e-01,620.0,,,34.95,14.91,-11.50,33.20,1,q1_q17_dr25_tce,5062.00,194.00,-176.00,4.481,0.104,-0.095,0.8530,0.0920,-0.1030,285.908480,38.212719,15.549
10518424,K02188.02,,CANDIDATE,CANDIDATE,,6.744568300,5.6960000e-04,-5.6960000e-04,135.5092000,3.640000e-02,-3.640000e-02,0.1199,0.3210,-0.1198,3.81300,0.83100,-0.83100,8.6600e+01,1.730e+01,-1.730e+01,0.86,3.500e-01,-8.000e-02,983.0,,,220.68,260.48,-59.34,6.80,,,6106.00,158.00,-184.00,4.496,0.048,-0.292,0.9230,0.3720,-0.0840,283.753850,47.796951,15.319
5730445,K02189.01,,CANDIDATE,CANDIDATE,0.9750,33.358598520,8.6710000e-05,-8.6710000e-05,137.5706100,2.380000e-03,-2.380000e-03,0.9370,0.0560,-0.7240,2.28600,0.15100,-0.15100,1.8259e+03,6.330e+01,-6.330e+01,4.44,4.800e-01,-4.700e-01,459.0,,,10.46,4.28,-3.24,32.20,1,q1_q17_dr25_tce,5009.00,176.00,-176.00,4.515,0.080,-0.080,0.7990,0.0860,-0.0860,298.074740,40.948990,15.253
5601258,K02191.01,,CANDIDATE,CANDIDATE,1.0000,8.847842730,3.3690000e-05,-3.3690000e-05,140.1508500,2.860000e-03,-2.860000e-03,0.0470,0.4110,-0.0470,2.05720,0.09950,-0.09950,4.6020e+02,2.580e+01,-2.580e+01,1.15,7.000e-02,-7.000e-02,479.0,,,12.48,2.69,-2.38,21.10,1,q1_q17_dr25_tce,3867.00,77.00,-84.00,4.718,0.027,-0.033,0.5520,0.0330,-0.0330,285.086550,40.898998,14.911
5716932,K02358.01,,CANDIDATE,CANDIDATE,0.9730,56.493169800,3.6260000e-04,-3.6260000e-04,143.9926200,5.830000e-03,-5.830000e-03,0.7070,0.2270,-0.4730,8.70400,0.17600,-0.17600,4.1190e+02,1.490e+01,-1.490e+01,4.43,7.700e-01,-1.140e+00,681.0,,,50.79,24.72,-24.97,31.80,1,q1_q17_dr25_tce,6160.00,123.00,-123.00,3.976,0.180,-0.105,2.0460,0.3520,-0.5270,295.139100,40.979061,13.524
11566256,K02361.01,,CANDIDATE,CANDIDATE,1.0000,5.783870490,1.5380000e-05,-1.5380000e-05,135.5798000,1.960000e-03,-1.960000e-03,0.2270,0.2210,-0.2270,1.39660,0.06810,-0.06810,4.1330e+02,2.370e+01,-2.370e+01,2.07,6.200e-01,-2.100e-01,1051.0,,,288.69,258.79,-86.48,20.70,1,q1_q17_dr25_tce,6063.00,181.00,-217.00,4.476,0.048,-0.192,1.0120,0.3020,-0.1010,295.302550,49.589119,15.049
4857213,K02120.01,,CANDIDATE,CANDIDATE,1.0000,8.774257860,2.9310000e-05,-2.9310000e-05,132.3338600,2.960000e-03,-2.960000e-03,0.9170,0.0250,-0.6930,2.22450,0.07600,-0.07600,2.3960e+02,1.260e+01,-1.260e+01,1.75,5.300e-01,-2.200e-01,771.0,,,83.63,76.88,-25.89,22.30,1,q1_q17_dr25_tce,5146.00,154.00,-138.00,4.445,0.100,-0.300,0.9050,0.2770,-0.1110,297.074650,39.933849,13.714
8591693,K02123.01,,CANDIDATE,CANDIDATE,1.0000,29.455784100,1.1870000e-04,-1.1870000e-04,154.1706200,2.910000e-03,-2.910000e-03,0.0180,0.4260,-0.0180,3.45100,0.10100,-0.10100,5.3380e+02,2.300e+01,-2.300e+01,2.19,6.800e-01,-2.200e-01,598.0,,,30.30,27.31,-8.93,26.60,1,q1_q17_dr25_tce,6036.00,162.00,-198.00,4.491,0.052,-0.208,0.9490,0.2920,-0.0970,301.542970,44.605610,14.385
5602588,K02369.02,,CANDIDATE,CANDIDATE,,6.314344700,1.1320000e-04,-1.1320000e-04,173.3097000,1.510000e-02,-1.510000e-02,0.0584,0.4186,-0.0583,2.79600,0.45900,-0.45900,1.9140e+02,3.960e+01,-3.960e+01,1.34,5.300e-01,-1.200e-01,1012.0,,,247.53,282.49,-69.37,6.40,,,6075.00,151.00,-200.00,4.486,0.045,-0.285,0.9690,0.3810,-0.0900,285.720790,40.856960,15.832
5385304,K02370.01,,CANDIDATE,CANDIDATE,0.9840,78.732702300,6.4880000e-04,-6.4880000e-04,168.7292600,7.160000e-03,-7.160000e-03,0.9560,0.0020,-0.7310,5.04100,0.26800,-0.26800,4.9580e+02,3.010e+01,-3.010e+01,7.76,1.410e+00,-2.610e+00,761.0,,,79.13,43.47,-48.56,19.10,1,q1_q17_dr25_tce,6715.00,179.00,-219.00,3.754,0.292,-0.097,2.7630,0.5000,-0.9280,297.558200,40.541309,13.003
11462341,K02124.01,,CANDIDATE,CANDIDATE,0.9920,42.337579900,4.0590000e-04,-4.0590000e-04,158.2518700,8.150000e-03,-8.150000e-03,0.9470,0.0000,-0.6550,4.92400,0.15700,-0.15700,3.5480e+02,2.260e+01,-2.260e+01,1.45,7.000e-02,-8.000e-02,311.0,,,2.21,0.43,-0.39,18.10,1,q1_q17_dr25_tce,4132.00,83.00,-91.00,4.682,0.025,-0.022,0.5810,0.0300,-0.0300,295.288540,49.379791,14.275
9405595,K02125.01,,CANDIDATE,CANDIDATE,1.0000,23.359358900,1.2780000e-04,-1.2780000e-04,144.0182600,4.510000e-03,-4.510000e-03,0.9400,0.0120,-0.6510,5.38900,0.18700,-0.18700,5.7010e+02,2.450e+01,-2.450e+01,2.98,9.900e-01,-3.300e-01,684.0,,,51.68,50.36,-16.41,25.90,1,q1_q17_dr25_tce,6244.00,169.00,-225.00,4.460,0.054,-0.216,1.0090,0.3350,-0.1120,292.464290,45.968288,15.347
8494542,K02204.01,,CANDIDATE,CANDIDATE,0.9890,10.860623780,3.9560000e-05,-3.9560000e-05,136.6595700,3.010000e-03,-3.010000e-03,0.2610,0.1880,-0.2610,2.28740,0.08560,-0.08560,1.8960e+02,1.060e+01,-1.060e+01,2.09,5.900e-01,-5.900e-01,1108.0,,,356.24,294.78,-195.50,20.70,1,q1_q17_dr25_tce,6455.00,175.00,-214.00,4.125,0.252,-0.168,1.4960,0.4210,-0.4210,291.549410,44.527290,13.957
11073656,K02206.01,,CANDIDATE,CANDIDATE,0.9990,1.834277283,7.8510000e-06,-7.8510000e-06,132.8589500,3.790000e-03,-3.790000e-03,0.3810,0.0880,-0.3810,1.74990,0.08600,-0.08600,2.8650e+02,1.430e+01,-1.430e+01,1.64,4.500e-01,-2.000e-01,1459.0,,,1068.36,901.58,-345.13,24.80,1,q1_q17_dr25_tce,5751.00,173.00,-190.00,4.458,0.081,-0.189,0.9580,0.2680,-0.1150,285.968020,48.679050,15.198
12505654,K02353.01,,CANDIDATE,CANDIDATE,1.0000,5.186737262,7.3690000e-06,-7.3690000e-06,134.9950900,1.200000e-03,-1.200000e-03,0.8250,0.0380,-0.5680,0.80230,0.05210,-0.05210,7.1270e+02,3.990e+01,-3.990e+01,2.40,3.800e-01,-1.700e-01,860.0,,,129.37,65.71,-30.84,25.70,1,q1_q17_dr25_tce,5230.00,158.00,-158.00,4.594,0.032,-0.104,0.7770,0.1220,-0.0560,288.664490,51.498421,14.988
7215678,K02354.01,,CANDIDATE,CANDIDATE,1.0000,1.151244686,1.5220000e-06,-1.5220000e-06,132.6455100,1.150000e-03,-1.150000e-03,1.3870,7.6210,-0.1190,1.27200,0.06790,-0.06790,2.6960e+02,1.070e+01,-1.070e+01,40.32,1.260e+01,-4.210e+00,1756.0,,,2253.09,2065.12,-671.41,32.60,1,q1_q17_dr25_tce,6086.00,164.00,-200.00,4.511,0.040,-0.216,0.9210,0.2880,-0.0960,296.066250,42.768219,14.519
7449554,K02357.01,,CANDIDATE,CANDIDATE,0.9990,2.420882770,1.3270000e-05,-1.3270000e-05,133.5780900,4.990000e-03,-4.990000e-03,0.2270,0.2370,-0.2270,2.81200,0.14000,-0.14000,2.2330e+02,1.270e+01,-1.270e+01,2.27,3.500e-01,-5.300e-01,1616.0,,,1615.12,670.11,-712.71,20.70,1,q1_q17_dr25_tce,5583.00,83.00,-75.00,4.077,0.210,-0.090,1.5300,0.2370,-0.3550,293.203770,43.057011,15.610
2161536,K02130.01,,CANDIDATE,CANDIDATE,1.0000,16.855925930,6.4300000e-05,-6.4300000e-05,138.2680800,3.510000e-03,-3.510000e-03,0.0380,0.4100,-0.0380,2.30900,0.11700,-0.11700,8.7150e+02,5.190e+01,-5.190e+01,1.70,8.000e-02,-1.000e-01,408.0,,,6.52,1.18,-1.20,19.50,1,q1_q17_dr25_tce,3967.00,79.00,-79.00,4.674,0.032,-0.017,0.5870,0.0260,-0.0350,291.726200,37.528900,15.661
9661979,K02132.01,,CANDIDATE,CANDIDATE,0.9990,69.895678900,5.2430000e-04,-5.2430000e-04,160.6680500,6.130000e-03,-6.130000e-03,0.8720,0.0640,-0.5840,5.27600,0.18200,-0.18200,5.4840e+02,2.870e+01,-2.870e+01,3.04,6.200e-01,-5.100e-01,442.0,,,8.99,4.87,-3.09,21.90,1,q1_q17_dr25_tce,5390.00,80.00,-72.00,4.303,0.170,-0.155,1.1040,0.2270,-0.1850,296.697270,46.371712,14.552
3440978,K02288.01,,CANDIDATE,CANDIDATE,0.9970,38.103908000,2.2550000e-04,-2.2550000e-04,161.0864700,4.760000e-03,-4.760000e-03,0.9870,68.5600,-0.0050,3.83700,0.22300,-0.22300,9.6110e+02,5.610e+01,-5.610e+01,4.08,5.100e-01,-5.100e-01,456.0,,,10.22,4.33,-3.29,20.30,1,q1_q17_dr25_tce,5250.00,158.00,-158.00,4.522,0.088,-0.072,0.7710,0.0960,-0.0960,290.703000,38.567032,15.469
12121570,K02290.01,,CANDIDATE,CANDIDATE,0.9700,91.500873000,5.2310000e-04,-5.2310000e-04,165.6730900,4.930000e-03,-4.930000e-03,0.0320,0.4050,-0.0320,4.84200,0.12600,-0.12600,7.0480e+02,3.580e+01,-3.580e+01,1.82,1.300e-01,-7.000e-02,310.0,,,2.18,0.53,-0.32,22.60,1,q1_q17_dr25_tce,5051.00,111.00,-90.00,4.628,0.017,-0.052,0.7060,0.0470,-0.0300,296.851010,50.698929,14.447
8410415,K02291.01,,CANDIDATE,CANDIDATE,0.9850,44.299348300,2.6640000e-04,-2.6640000e-04,141.2819400,4.970000e-03,-4.970000e-03,0.6140,0.3460,-0.3890,4.29800,0.14600,-0.14600,7.9790e+02,3.870e+01,-3.870e+01,2.68,2.200e-01,-2.100e-01,463.0,,,10.85,2.66,-2.18,23.20,1,q1_q17_dr25_tce,5316.00,85.00,-74.00,4.459,0.077,-0.063,0.9150,0.0740,-0.0740,282.033290,44.478008,15.115
7987866,K02363.01,,CANDIDATE,CANDIDATE,0.9990,3.138776460,1.1640000e-05,-1.1640000e-05,133.6561400,3.380000e-03,-3.380000e-03,0.4360,0.0260,-0.4360,1.66630,0.09220,-0.09220,1.7410e+02,1.030e+01,-1.030e+01,0.97,1.300e-01,-1.100e-01,1022.0,,,257.32,114.36,-76.04,20.20,1,q1_q17_dr25_tce,5242.00,157.00,-157.00,4.556,0.090,-0.099,0.7220,0.0960,-0.0780,299.851840,43.732182,14.364
9532710,K02364.01,,CANDIDATE,CANDIDATE,0.3050,5.242420290,4.0770000e-05,-4.0770000e-05,133.2304700,7.650000e-03,-7.650000e-03,0.8630,0.0340,-0.6020,6.41300,0.18500,-0.18500,3.3490e+02,1.910e+01,-1.910e+01,3.86,2.420e+00,-2.410e+00,1367.0,,,825.00,1706.42,-724.25,20.10,1,q1_q17_dr25_tce,5383.00,206.00,-187.00,3.824,0.791,-0.339,1.8290,1.1430,-1.1430,294.384700,46.157841,15.830
9086251,K02367.01,,CANDIDATE,CANDIDATE,0.9990,6.892132440,3.3080000e-05,-3.3080000e-05,131.6317900,3.930000e-03,-3.930000e-03,0.5410,0.0400,-0.4460,1.72500,0.11400,-0.11400,8.2000e+01,6.000e+00,-6.000e+00,1.35,2.300e-01,-1.900e-01,1177.0,,,454.45,214.98,-147.11,17.30,1,q1_q17_dr25_tce,6164.00,110.00,-135.00,4.227,0.110,-0.110,1.4460,0.2480,-0.2030,290.871370,45.410301,12.618
4248120,K02216.01,,CANDIDATE,CANDIDATE,1.0000,23.340362510,9.6740000e-05,-9.6740000e-05,136.2072700,3.540000e-03,-3.540000e-03,0.2500,0.2060,-0.2500,2.05400,0.11100,-0.11100,6.1510e+02,4.010e+01,-4.010e+01,2.21,5.300e-01,-3.600e-01,601.0,,,30.94,22.86,-11.71,18.20,1,q1_q17_dr25_tce,5530.00,165.00,-165.00,4.425,0.153,-0.187,0.8920,0.2170,-0.1450,287.292510,39.383221,15.230
9580992,K02217.01,,CANDIDATE,CANDIDATE,1.0000,37.803412100,3.7440000e-04,-3.7440000e-04,155.3771900,6.070000e-03,-6.070000e-03,0.9680,0.0210,-0.7160,4.64100,0.34000,-0.34000,6.7810e+02,3.610e+01,-3.610e+01,2.95,5.400e-01,-2.300e-01,460.0,,,10.57,6.24,-2.61,20.20,1,q1_q17_dr25_tce,5329.00,175.00,-159.00,4.572,0.032,-0.128,0.8190,0.1490,-0.0640,288.642520,46.215660,15.191
8321314,K02293.01,,CANDIDATE,CANDIDATE,1.0000,15.033664110,6.4230000e-05,-6.4230000e-05,144.9805500,3.490000e-03,-3.490000e-03,0.0100,0.4270,-0.0100,3.27200,0.10300,-0.10300,3.7490e+02,1.990e+01,-1.990e+01,1.70,2.100e-01,-8.000e-02,669.0,,,47.32,15.67,-6.57,22.20,1,q1_q17_dr25_tce,5523.00,74.00,-82.00,4.526,0.026,-0.111,0.8910,0.1100,-0.0390,298.450130,44.284012,14.837
